year_film,year_ceremony,ceremony,category,film,Best_Pic_Winner,imdb_title_id,genre,duration,country,language,writer,production_company,actors,description,first_director,Director,director_id,Dir_Cum_Films,Producer,count_of_film_nominations,nominated_for_best_director,best_directing_win,first_dir,best_directing_nomination_sum,best_directing_win_sum,prior_best_directing_nominations,prior_best_directing_wins,running_best_picture_nomination,Globes_Best_Dir_Winner,Globes_Best_Pic_Winner,bafta,cannes,DGA_Winner,Drama,Adventure,War,Musical,Sci-Fi,Thriller,Romance,Animation,Film-Noir,Horror,Mystery,Music,Action,Crime,Family,Fantasy,Sport,Biography,Comedy,History,Western
1934,1935,7,OUTSTANDING PRODUCTION,CLEOPATRA,FALSE,tt0024991,"Biography, Drama, History",100,USA,English,"Waldemar Young, Vincent Lawrence",Paramount Pictures,"Claudette Colbert, Warren William, Henry Wilcoxon, Joseph Schildkraut, Ian Keith, Gertrude Michael, C. Aubrey Smith, Irving Pichel, Arthur Hohl, Edwin Maxwell, Ian Maclaren, Eleanor Phelps, Leonard Mudie, Grace Durkin, Ferdinand Gottschalk","The man-hungry Queen of Egypt leads Julius Caesar and Mark Antony astray, amid scenes of DeMillean splendor.",Cecil B. DeMille,Cecil B. DeMille,nm0001124,68,Yes,5,0,0,Cecil B. DeMille,0,0,0,0,1,x,x,x,x,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1934,1935,7,OUTSTANDING PRODUCTION,FLIRTATION WALK,FALSE,tt0025124,"Musical, Romance",97,USA,English,"Delmer Daves, Delmer Daves",First National Pictures,"Dick Powell, Ruby Keeler, Pat O'Brien, Ross Alexander, John Arledge, John Eldredge, Henry O'Neill, Guinn 'Big Boy' Williams, Frederick Burton, John Darrow, Glen Boles, Gloria Hurst","A Musical-romance with Dick Powell as a private stationed in Hawaii who gets involved with Ruby Keeler, the general's engaged daughter. In order to avoid a scandal, the pair break up, but ...",Frank Borzage,Frank Borzage,nm0097648,75,Yes,2,0,0,Frank Borzage,2,2,2,2,4,x,x,x,x,x,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1934,1935,7,OUTSTANDING PRODUCTION,THE GAY DIVORCEE,FALSE,tt0025164,"Comedy, Musical, Romance",107,USA,"English, French, Italian","Dwight Taylor, Kenneth S. Webb",RKO Radio Pictures,"Fred Astaire, Ginger Rogers, Alice Brady, Edward Everett Horton, Erik Rhodes, Eric Blore, Lillian Miles, Charles Coleman, William Austin, Betty Grable","An American woman travels to England to seek a divorce from her absentee husband, where she meets - and falls for - a dashing performer.",Mark Sandrich,Mark Sandrich,nm0762263,63,No,5,0,0,Mark Sandrich,0,0,0,0,1,x,x,x,x,x,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1934,1935,7,OUTSTANDING PRODUCTION,HERE COMES THE NAVY,FALSE,tt0025238,"Comedy, Drama, Romance",87,USA,English,"Earl Baldwin, Ben Markson",Warner Bros.,"James Cagney, Pat O'Brien, Gloria Stuart, Frank McHugh, Dorothy Tree, Robert Barrat, Willard Robertson, Guinn 'Big Boy' Williams, Howard Hickman, Maude Eburne, George Irving",A cocky guy joins the Navy for the wrong reason but finds romance and twice is cited for heroism.,Lloyd Bacon,Lloyd Bacon,nm0045800,74,No,1,0,0,Lloyd Bacon,0,0,0,0,2,x,x,x,x,x,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1934,1935,7,OUTSTANDING PRODUCTION,THE HOUSE OF ROTHSCHILD,FALSE,tt0025272,"Biography, Drama, History",88,USA,English,"Nunnally Johnson, George Hembert Westley",20th Century Pictures,"George Arliss, Boris Karloff, Loretta Young, Robert Young, C. Aubrey Smith, Arthur Byron, Helen Westley, Reginald Owen, Florence Arliss, Alan Mowbray, Holmes Herbert, Paul Harvey, Ivan F. Simpson, Noel Madison, Murray Kinnell",The wealthy Rothschild family undergoes prejudice from the anti-Semitic society they live within.,Alfred L. Werker,Alfred L. Werker,nm0921288,18,No,1,0,0,Alfred L. Werker,0,0,0,0,1,x,x,x,x,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1934,1935,7,OUTSTANDING PRODUCTION,IMITATION OF LIFE,FALSE,tt0025301,"Drama, Romance",111,USA,English,"Fannie Hurst, William Hurlbut",Universal Pictures,"Claudette Colbert, Warren William, Rochelle Hudson, Ned Sparks, Louise Beavers, Fredi Washington, Juanita Quigley, Alan Hale, Henry Armetta, Wyndham Standing","A struggling widow and her daughter take in a black housekeeper and her fair-skinned daughter; the two women start a successful business, but face familial, identity, and racial issues along the way.",John M. Stahl,John M. Stahl,nm0821472,30,No,3,0,0,John M. Stahl,0,0,0,0,1,x,x,x,x,x,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,1935,7,OUTSTANDING PRODUCTION,IT HAPPENED ONE NIGHT,TRUE,tt0025316,"Comedy, Romance",105,USA,English,"Robert Riskin, Samuel Hopkins Adams",Columbia Pictures,"Clark Gable, Claudette Colbert, Walter Connolly, Roscoe Karns, Jameson Thomas, Alan Hale, Arthur Hoyt, Blanche Friderici, Charles C. Wilson",A spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.,Frank Capra,Frank Capra,nm0001008,30,Yes,5,1,TRUE,Frank Capra,2,1,1,0,2,x,x,x,x,x,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1934,1935,7,OUTSTANDING PRODUCTION,ONE NIGHT OF LOVE,FALSE,tt0025601,"Music, Romance",84,USA,"English, Italian","S.K. Lauren, James Gow",Columbia Pictures,"Grace Moore, Tullio Carminati, Lyle Talbot, Mona Barrie, Jessie Ralph, Luis Alberni, Nydia Westman, Andrés de Segurola, Rosemary Glosz","Mary Barrett is an aspiring Opera singer who is taken under the wings of a famous operatic maestro, Guilio Monterverdi. After spending endless working hours together and arguing, their ...",Victor Schertzinger,Victor Schertzinger,nm0006276,76,No,6,1,FALSE,Victor Schertzinger,1,0,0,0,1,x,x,x,x,x,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1934,1935,7,OUTSTANDING PRODUCTION,THE THIN MAN,FALSE,tt0025878,"Comedy, Crime, Mystery",91,USA,English,"Albert Hackett, Frances Goodrich",Metro-Goldwyn-Mayer (MGM),"William Powell, Myrna Loy, Maureen O'Sullivan, Nat Pendleton, Minna Gombell, Porter Hall, Henry Wadsworth, William Henry, Harold Huber, Cesar Romero, Natalie Moorhead, Edward Brophy, Edward Ellis, Cyril Thornton","Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",W.S. Van Dyke,W.S. Van Dyke,nm0886754,60,No,4,1,FALSE,W.S. Van Dyke,0,0,0,0,2,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1934,1935,7,OUTSTANDING PRODUCTION,VIVA VILLA!,FALSE,tt0025948,"Biography, Western",115,"USA, Mexico",English,"Ben Hecht, Edgecumb Pinchon",Metro-Goldwyn-Mayer (MGM),"Wallace Beery, Leo Carrillo, Fay Wray, Donald Cook, Stuart Erwin, Henry B. Walthall, Joseph Schildkraut, Katherine DeMille, George E. Stone, Phillip Cooper, David Durand, Frank Puglia, Francis X. Bushman Jr., Adrian Rosley, Henry Armetta","After enacting revenge on the overseer who murdered his father,",Jack Conway,Jack Conway,nm0176699,91,No,4,0,0,Jack Conway,0,0,0,0,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1934,1935,7,OUTSTANDING PRODUCTION,THE WHITE PARADE,FALSE,tt0025986,Drama,80,,,,,,,Irving Cummings,Irving Cummings,nm0191899,57,No,2,0,0,Irving Cummings,1,0,1,0,2,x,x,x,x,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,1936,8,OUTSTANDING PRODUCTION,ALICE ADAMS,FALSE,tt0026056,"Comedy, Drama, Romance",99,USA,English,"Booth Tarkington, Dorothy Yost",RKO Radio Pictures,"Katharine Hepburn, Fred MacMurray, Fred Stone, Evelyn Venable, Frank Albertson, Ann Shoemaker, Charley Grapewin, Grady Sutton, Hedda Hopper, Jonathan Hale, Hattie McDaniel, Walter Brennan",The misadventures of two social-climbing women in small town America.,George Stevens,George Stevens,nm0828419,35,No,2,0,0,George Stevens,0,0,0,0,1,x,x,x,x,x,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1935,1936,8,OUTSTANDING PRODUCTION,BROADWAY MELODY OF 1936,FALSE,tt0026144,"Musical, Romance",101,USA,"English, French, Spanish","Jack McGowan, Sid Silvers",Metro-Goldwyn-Mayer (MGM),"Jack Benny, Eleanor Powell, Robert Taylor, Una Merkel, Sid Silvers, Buddy Ebsen, June Knight, Vilma Ebsen, Nick Long Jr., Robert Wildhack, Paul Harvey, Frances Langford, Harry Stockwell","Bob Gordon is staging a new Broadway Show, but he is short of money. He gets an offer of money by the young widow Lillian, if she can dance in his new show. Bert Keeler, a newspaper man, ...",Roy Del Ruth,Roy Del Ruth,nm0215877,79,No,2,0,0,Roy Del Ruth,0,0,0,0,1,x,x,x,x,x,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1935,1936,8,OUTSTANDING PRODUCTION,CAPTAIN BLOOD,FALSE,tt0026174,"Action, Adventure",119,USA,"English, French","Rafael Sabatini, Casey Robinson",Warner Bros.,"Errol Flynn, Olivia de Havilland, Lionel Atwill, Basil Rathbone, Ross Alexander, Guy Kibbee, Henry Stephenson, Robert Barrat, Hobart Cavanaugh, Donald Meek, Jessie Ralph, Forrester Harvey, Frank McGlynn Sr., Holmes Herbert, David Torrence","After being wrongly convicted as a traitor, Peter Blood, an English physician, is sent to exile in the British colonies of the Caribbean, where he becomes a pirate.",Michael Curtiz,Michael Curtiz,nm0002031,108,No,5,1,FALSE,Michael Curtiz,1,0,0,0,1,x,x,x,x,x,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1935,1936,8,OUTSTANDING PRODUCTION,DAVID COPPERFIELD,FALSE,tt0026266,"Adventure, Drama, Romance",130,USA,English,"Charles Dickens, Hugh Walpole",Metro-Goldwyn-Mayer (MGM),"Edna May Oliver, Elizabeth Allan, Jessie Ralph, Harry Beresford, Freddie Bartholomew, Hugh Walpole, Basil Rathbone, Herbert Mundin, John Buckler, Fay Chaldecott, Una O'Connor, Lionel Barrymore, Violet Kemble Cooper, Elsa Lanchester, Jean Cadell",A gentle orphan discovers life and love in an indifferent adult world.,George Cukor,George Cukor,nm0002030,15,No,3,0,0,George Cukor,1,0,1,0,3,x,x,x,x,x,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,1936,8,OUTSTANDING PRODUCTION,THE INFORMER,FALSE,tt0026529,"Crime, Drama",91,USA,English,"Dudley Nichols, Liam O'Flaherty",RKO Radio Pictures,"Victor McLaglen, Heather Angel, Preston Foster, Margot Grahame, Wallace Ford, Una O'Connor, J.M. Kerrigan, Joe Sawyer, Neil Fitzgerald, Donald Meek, D'Arcy Corrigan, Leo McCabe, Steve Pendleton, Francis Ford, May Boley","In 1922, an Irish rebel informs on his friend, then feels doom closing in.",John Ford,John Ford,nm0000406,85,Yes,6,1,TRUE,John Ford,1,1,0,0,2,x,x,x,x,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1935,1936,8,OUTSTANDING PRODUCTION,LES MISERABLES,FALSE,tt0026725,"Drama, History, Romance",108,USA,English,"Victor Hugo, W.P. Lipscomb",20th Century Pictures,"Fredric March, Charles Laughton, Cedric Hardwicke, Rochelle Hudson, Frances Drake, John Beal, Florence Eldridge, Jessie Ralph, Mary Forbes, Florence Roberts, Jane Kerr, Ferdinand Gottschalk, Charles Haefeli, Marilyn Knowlden, John Bleifer",In early 19th Century France an ex-convict who failed to report to parole is relentlessly pursued over a 20 year period by an obsessive policeman.,Richard Boleslawski,Richard Boleslawski,nm0092915,19,No,4,0,0,Richard Boleslawski,0,0,0,0,1,x,x,x,x,x,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1935,1936,8,OUTSTANDING PRODUCTION,THE LIVES OF A BENGAL LANCER,FALSE,tt0026643,"Adventure, Drama, War",109,USA,English,"Waldemar Young, John L. Balderston",Paramount Pictures,"Gary Cooper, Franchot Tone, Richard Cromwell, Guy Standing, C. Aubrey Smith, Kathleen Burke, Douglass Dumbrille, Monte Blue, Colin Tapley, Akim Tamiroff, J. Carrol Naish, Noble Johnson, Lumsden Hare, Jameson Thomas",Three British soldiers on the Northwest Frontier of India struggle against the enemy - and themselves.,Henry Hathaway,Henry Hathaway,nm0368871,14,No,7,1,FALSE,Henry Hathaway,1,0,0,0,1,x,x,x,x,x,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,1936,8,OUTSTANDING PRODUCTION,A MIDSUMMER NIGHT'S DREAM,FALSE,tt0026714,"Comedy, Fantasy, Romance",133,USA,English,"William Shakespeare, Charles Kenyon",Warner Bros.,"Ian Hunter, Verree Teasdale, Hobart Cavanaugh, Dick Powell, Ross Alexander, Olivia de Havilland, Jean Muir, Grant Mitchell, Frank McHugh, Dewey Robinson, James Cagney, Joe E. Brown, Hugh Herbert, Otis Harlan, Arthur Treacher","Theseus, Duke of Athens, is going to marry Hyppolyta, Queen of the Amazons. Demetrius is engaged with Hermia, but Hermia loves Lysander. Helena loves Demetrius. Oberon and Titania, of the ...",William Dieterle,William Dieterle,nm0226189,33,No,4,0,0,William Dieterle,0,0,0,0,1,x,x,x,x,x,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1935,1936,8,OUTSTANDING PRODUCTION,MUTINY ON THE BOUNTY,TRUE,tt0026752,"Adventure, Biography, Drama",132,USA,"English, Polynesian","Talbot Jennings, Jules Furthman",Metro-Goldwyn-Mayer (MGM),"Charles Laughton, Clark Gable, Franchot Tone, Herbert Mundin, Eddie Quillan, Dudley Digges, Donald Crisp, Henry Stephenson, Francis Lister, Spring Byington, Movita, Mamo Clark, Byron Russell, Percy Waram, David Torrence","A tyrannical ship captain decides to exact revenge on his abused crew after they form a mutiny against him, but the sailor he targets had no hand in it.",Frank Lloyd,Frank Lloyd,nm0515979,121,Yes,8,1,FALSE,Frank Lloyd,3,2,2,2,3,x,x,x,x,x,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1935,1936,8,OUTSTANDING PRODUCTION,NAUGHTY MARIETTA,FALSE,tt0026768,"Drama, Musical, Romance",105,USA,English,"Rida Johnson Young, John Lee Mahin",Metro-Goldwyn-Mayer (MGM),"Jeanette MacDonald, Nelson Eddy, Frank Morgan, Elsa Lanchester, Douglass Dumbrille, Joseph Cawthorn, Cecilia Parker, Walter Kingsford, Greta Meyer, Akim Tamiroff, Harold Huber, Edward Brophy","In order to avoid a prearranged marriage, a rebellious French princess sheds her identity and escapes to colonial New Orleans, where she finds an unlikely true love.",Robert Z. Leonard,Robert Z. Leonard,nm0502752,127,Yes,2,0,0,Robert Z. Leonard,0,0,0,0,2,x,x,x,x,x,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1935,1936,8,OUTSTANDING PRODUCTION,RUGGLES OF RED GAP,FALSE,tt0026955,"Comedy, Romance",90,USA,"English, French","Harry Leon Wilson, Walter DeLeon",Paramount Pictures,"Charles Laughton, Mary Boland, Charles Ruggles, Zasu Pitts, Roland Young, Leila Hyams, Maude Eburne, Lucien Littlefield, Leota Lorraine, James Burke, Dell Henderson, Clarence Wilson",An English valet brought to the American west assimilates into the American way of life.,Leo McCarey,Leo McCarey,nm0564970,92,No,1,0,0,Leo McCarey,0,0,0,0,1,x,x,x,x,x,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1935,1936,8,OUTSTANDING PRODUCTION,TOP HAT,FALSE,tt0027125,"Comedy, Musical, Romance",101,USA,"English, Italian","Dwight Taylor, Allan Scott",RKO Radio Pictures,"Fred Astaire, Ginger Rogers, Edward Everett Horton, Erik Rhodes, Eric Blore, Helen Broderick","An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer.",Mark Sandrich,Mark Sandrich,nm0762263,64,No,4,0,0,Mark Sandrich,0,0,0,0,2,x,x,x,x,x,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1936,1937,9,OUTSTANDING PRODUCTION,ANTHONY ADVERSE,FALSE,tt0027300,"Adventure, Drama, Romance",141,USA,"English, Italian","Hervey Allen, Sheridan Gibney",Warner Bros.,"Fredric March, Olivia de Havilland, Donald Woods, Anita Louise, Edmund Gwenn, Claude Rains, Louis Hayward, Gale Sondergaard, Steffi Duna, Akim Tamiroff, Ralph Morgan, Fritz Leiber, Luis Alberni, Billy Mauch, Henry O'Neill","In 18th-century Italy, an orphan's debt to the man who raised him threatens to separate him forever from the woman he loves.",Mervyn LeRoy,Mervyn LeRoy,nm0503777,39,No,7,0,0,Mervyn LeRoy,0,0,0,0,3,x,x,x,x,x,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,1937,9,OUTSTANDING PRODUCTION,DODSWORTH,FALSE,tt0027532,"Drama, Romance",101,USA,"English, French, German, Italian","Sinclair Lewis, Sidney Howard",The Samuel Goldwyn Company,"Walter Huston, Ruth Chatterton, Paul Lukas, Mary Astor, David Niven, Gregory Gaye, Maria Ouspenskaya, Odette Myrtil, Spring Byington, Harlan Briggs, Kathryn Marlowe, John Payne",A retired auto manufacturer and his wife take a long-planned European vacation only to find that they want very different things from life.,William Wyler,William Wyler,nm0943758,46,No,7,1,FALSE,William Wyler,1,0,0,0,1,x,x,x,x,x,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,1937,9,OUTSTANDING PRODUCTION,THE GREAT ZIEGFELD,TRUE,tt0027698,"Biography, Drama, Musical",176,USA,English,William Anthony McGuire,Metro-Goldwyn-Mayer (MGM),"William Powell, Myrna Loy, Luise Rainer, Frank Morgan, Fanny Brice, Virginia Bruce, Reginald Owen, Ray Bolger, Ernest Cossart, Joseph Cawthorn, Nat Pendleton, Harriet Hoctor, Jean Chatburn, Paul Irving, Herman Bing",The ups and downs of,Robert Z. Leonard,Robert Z. Leonard,nm0502752,129,No,7,1,FALSE,Robert Z. Leonard,1,0,0,0,3,x,x,x,x,x,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1936,1937,9,OUTSTANDING PRODUCTION,LIBELED LADY,FALSE,tt0027884,"Comedy, Romance",98,USA,English,"Maurine Dallas Watkins, Howard Emmett Rogers",Metro-Goldwyn-Mayer (MGM),"Jean Harlow, William Powell, Myrna Loy, Spencer Tracy, Walter Connolly, Charley Grapewin, Cora Witherspoon, E.E. Clive, Bunny Beatty, Otto Yamaoka, Charles Trowbridge, Spencer Charters, George Chandler, William 'Billy' Benedict, Hal K. Dawson","A newspaper man, his ignored fiancée, and his former employee, a down on his luck reporter, hatch an elaborate scheme to turn a false news story into the truth in order to prevent a high-society woman from suing for libel.",Jack Conway,Jack Conway,nm0176699,93,No,1,0,0,Jack Conway,0,0,0,0,3,x,x,x,x,x,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1936,1937,9,OUTSTANDING PRODUCTION,MR. DEEDS GOES TO TOWN,FALSE,tt0027996,"Comedy, Drama, Romance",115,USA,English,"Robert Riskin, Clarence Budington Kelland",Columbia Pictures,"Gary Cooper, Jean Arthur, George Bancroft, Lionel Stander, Douglass Dumbrille, Raymond Walburn, H.B. Warner, Ruth Donnelly, Walter Catlett, John Wray","A simple, small town man inherits a massive fortune, making him the target for scammers and publicity-seekers. Overwhelmed by the turn his life has taken, and awoken to another use for his new-found fortune, he makes a momentous decision.",Frank Capra,Frank Capra,nm0001008,31,Yes,5,1,TRUE,Frank Capra,3,2,2,1,3,x,x,x,x,x,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1936,1937,9,OUTSTANDING PRODUCTION,ROMEO AND JULIET,FALSE,tt0028203,"Drama, Romance",125,USA,English,"William Shakespeare, Talbot Jennings",Metro-Goldwyn-Mayer (MGM),"Norma Shearer, Leslie Howard, John Barrymore, Edna May Oliver, Basil Rathbone, C. Aubrey Smith, Andy Devine, Conway Tearle, Ralph Forbes, Henry Kolker, Robert Warwick, Virginia Hammond, Reginald Denny, Violet Kemble Cooper",Young love is poisoned by a generations long feud between two noble families.,George Cukor,George Cukor,nm0002030,17,No,4,0,0,George Cukor,1,0,1,0,4,x,x,x,x,x,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,1937,9,OUTSTANDING PRODUCTION,SAN FRANCISCO,FALSE,tt0028216,"Drama, Musical, Romance",115,USA,English,"Anita Loos, Robert E. Hopkins",Metro-Goldwyn-Mayer (MGM),"Clark Gable, Jeanette MacDonald, Spencer Tracy, Jack Holt, Jessie Ralph, Ted Healy, Shirley Ross, Margaret Irving, Harold Huber, Edgar Kennedy, Al Shean, William Ricciardi, Kenneth Harlan, Roger Imhof, Charles Judels","A Barbary Coast saloonkeeper and a Nob Hill impresario are rivals for the affections of a beautiful singer, both personally and professionally in 1906 San Francisco.",W.S. Van Dyke,W.S. Van Dyke,nm0886754,68,Yes,6,1,FALSE,W.S. Van Dyke,0,0,0,0,3,x,x,x,x,x,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1936,1937,9,OUTSTANDING PRODUCTION,THE STORY OF LOUIS PASTEUR,FALSE,tt0028313,"Biography, Drama, History",86,USA,"English, French, Russian","Sheridan Gibney, Pierre Collings",Warner Bros.,"Paul Muni, Josephine Hutchinson, Anita Louise, Donald Woods, Fritz Leiber, Henry O'Neill, Porter Hall, Raymond Brown, Akim Tamiroff, Halliwell Hobbes, Frank Reicher, Dickie Moore, Ruth Robinson, Walter Kingsford, Iphigenie Castiglioni",The biography of the pioneering French microbiologist who helped revolutionize agriculture and medicine.,William Dieterle,William Dieterle,nm0226189,36,No,4,0,0,William Dieterle,0,0,0,0,2,x,x,x,x,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1935,1937,9,OUTSTANDING PRODUCTION,A TALE OF TWO CITIES,FALSE,tt0027075,"Drama, History, Romance",128,USA,English,"Charles Dickens, W.P. Lipscomb",Metro-Goldwyn-Mayer (MGM),"Ronald Colman, Elizabeth Allan, Edna May Oliver, Reginald Owen, Basil Rathbone, Blanche Yurka, Henry B. Walthall, Donald Woods, Walter Catlett, Fritz Leiber, H.B. Warner, Mitchell Lewis, Claude Gillingwater, Billy Bevan, Isabel Jewell","A pair of lookalikes, one a former French aristocrat and the other an alcoholic English lawyer, fall in love with the same woman amongst the turmoil of the French Revolution.",Jack Conway,Jack Conway,nm0176699,92,No,2,0,0,Jack Conway,0,0,0,0,3,x,x,x,x,x,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1936,1937,9,OUTSTANDING PRODUCTION,THREE SMART GIRLS,FALSE,tt0028373,"Comedy, Musical, Romance",84,USA,English,"Adele Comandini, Adele Comandini",Universal Pictures,"Binnie Barnes, Charles Winninger, Alice Brady, Ray Milland, Mischa Auer, Ernest Cossart, Lucile Watson, John 'Dusty' King, Nella Walker, Hobart Cavanaugh, Nan Grey, Barbara Read, Deanna Durbin",Three sisters scheme to reunite their divorced parents before their wealthy father marries a conniving gold digger.,Henry Koster,Henry Koster,nm0467396,10,No,3,0,0,Henry Koster,0,0,0,0,1,x,x,x,x,x,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1937,1938,10,OUTSTANDING PRODUCTION,THE AWFUL TRUTH,FALSE,tt0028597,"Comedy, Romance",90,USA,"English, French, Italian","Vií±a Delmar, Arthur Richman",Columbia Pictures,"Irene Dunne, Cary Grant, Ralph Bellamy, Alexander D'Arcy, Cecil Cunningham, Molly Lamont, Esther Dale, Joyce Compton, Robert Allen, Robert Warwick, Mary Forbes","Unfounded suspicions lead a married couple to begin divorce proceedings, whereupon they start undermining each other's attempts to find new romance.",Leo McCarey,Leo McCarey,nm0564970,95,Yes,6,1,TRUE,Leo McCarey,1,1,0,0,2,x,x,x,x,x,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1937,1938,10,OUTSTANDING PRODUCTION,CAPTAINS COURAGEOUS,FALSE,tt0028691,"Adventure, Drama, Family",117,USA,"English, Portuguese","Rudyard Kipling, John Lee Mahin",Metro-Goldwyn-Mayer (MGM),"Freddie Bartholomew, Spencer Tracy, Lionel Barrymore, Melvyn Douglas, Charley Grapewin, Mickey Rooney, John Carradine, Oscar O'Shea, Jack La Rue, Walter Kingsford, Donald Briggs, Sam McDaniel, Bill Burrud","A spoiled brat who falls overboard from a steamship gets picked up by a fishing boat, where he's made to earn his keep by joining the crew in their work.",Victor Fleming,Victor Fleming,nm0281808,37,No,4,0,0,Victor Fleming,0,0,0,0,1,x,x,x,x,x,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1937,1938,10,OUTSTANDING PRODUCTION,DEAD END,FALSE,tt0028773,"Crime, Drama, Film-Noir",93,USA,English,"Lillian Hellman, Sidney Kingsley",The Samuel Goldwyn Company,"Sylvia Sidney, Joel McCrea, Humphrey Bogart, Wendy Barrie, Claire Trevor, Allen Jenkins, Marjorie Main, Billy Halop, Huntz Hall, Bobby Jordan, Leo Gorcey, Gabriel Dell, Bernard Punsly, Charles Peck, Minor Watson","The lives of a young man and woman, an infamous gangster and a group of street kids converge one day in a volatile New York City slum.",William Wyler,William Wyler,nm0943758,47,No,4,0,0,William Wyler,1,0,1,0,2,x,x,x,x,x,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1937,1938,10,OUTSTANDING PRODUCTION,THE GOOD EARTH,FALSE,tt0028944,"Drama, Romance",138,USA,English,"Talbot Jennings, Tess Slesinger",Metro-Goldwyn-Mayer (MGM),"Paul Muni, Luise Rainer, Walter Connolly, Tilly Losch, Charley Grapewin, Jessie Ralph, Soo Yong, Keye Luke, Roland Lui, Suzanna Kim, Ching Wah Lee, Harold Huber, Olaf Hytten, William Law, Mary Wong","Although married Chinese farmers Wang and O-Lan initially experience success, their lives are complicated by declining fortunes and lean times, as well as the arrival of the beautiful young Lotus.",Sidney Franklin,Sidney Franklin,nm0291548,69,No,5,1,FALSE,Sidney Franklin,1,0,0,0,3,x,x,x,x,x,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,1938,10,OUTSTANDING PRODUCTION,IN OLD CHICAGO,FALSE,tt0029047,"Action, Drama, Musical",95,USA,"English, German","Lamar Trotti, Sonya Levien",Twentieth Century Fox,"Tyrone Power, Alice Faye, Don Ameche, Alice Brady, Andy Devine, Brian Donlevy, Phyllis Brooks, Tom Brown, Sidney Blackmer, Berton Churchill, June Storey, Paul Hurst, Tyler Brooke, J. Anthony Hughes, Gene Reynolds","The O'Leary brothers -- honest Jack and roguish Dion -- become powerful figures, and eventually rivals, in Chicago on the eve of its Great Fire.",Henry King,Henry King,nm0454771,85,No,6,0,0,Henry King,0,0,0,0,2,x,x,x,x,x,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
